year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
2016,210000,30000,4,1,1,0,9,303
2008,110000,154000,1,1,1,4,9,491
2011,175000,70000,4,1,1,0,11,994
2018,950000,15000,1,1,0,0,11,1149
2017,650000,40000,1,1,1,0,16,687
2019,550000,51000,4,1,1,0,11,1006
2008,85000,120000,4,1,1,2,11,53
2019,340000,50000,4,1,1,0,11,176
2017,825000,13500,1,1,1,0,16,173
2016,509999,35000,4,1,1,0,19,396
2013,450000,1000,1,0,1,2,16,291
2016,535000,52600,1,1,1,0,9,273
2012,225000,110000,4,1,1,2,11,845
2017,550000,19890,4,0,0,0,9,504
2016,670000,7104,4,2,1,0,11,1020
2015,625000,11918,4,2,1,0,11,382
2017,520000,10510,4,0,0,0,9,519
2016,239000,41000,4,0,1,0,3,134
2015,750000,45974,1,2,1,0,11,837
2012,229999,49824,4,0,1,0,9,1261
2005,80000,56580,4,0,1,0,9,872
2012,385000,52000,1,0,1,0,17,673
2015,760000,55340,4,2,1,0,9,1118
2017,600000,46507,1,2,1,0,11,979
2013,450000,1000,1,0,1,2,16,291
2016,535000,52600,1,1,1,0,9,273
2012,225000,110000,4,1,1,2,11,845
2017,550000,19890,4,0,0,0,9,504
2016,670000,7104,4,2,1,0,11,1020
2015,625000,11918,4,2,1,0,11,382
2017,520000,10510,4,0,0,0,9,519
2016,239000,41000,4,0,1,0,3,134
2015,750000,45974,1,2,1,0,11,837
2012,229999,49824,4,0,1,0,9,1261
2005,80000,56580,4,0,1,0,9,872
2012,385000,52000,1,0,1,0,17,673
2015,760000,55340,4,2,1,0,9,1118
2017,600000,46507,1,2,1,0,11,979
2017,650000,70000,1,1,1,0,11,113
2011,140000,60000,4,1,1,2,3,936
2011,150000,70000,4,1,1,0,11,55
2018,450000,10000,4,1,1,2,4,479
2017,400000,60000,4,1,1,0,16,657
2016,300000,30000,4,1,1,0,18,1060
2012,250000,8000,4,1,1,0,11,30
2019,500000,10000,4,1,1,0,18,1070
2012,300000,110000,1,1,1,0,14,948
2005,80000,56580,4,0,1,0,9,872
2015,740000,45000,1,0,0,0,10,1193
2005,70000,68500,4,0,1,0,9,885
2019,484999,5007,4,0,0,0,9,876
2013,164000,30000,4,1,1,0,14,704
2008,140000,70000,4,1,0,0,8,215
2011,999000,49600,1,0,0,0,12,300
2005,56000,23000,4,1,1,2,11,54
2006,1050000,30000,1,0,0,0,2,3
2010,190000,38000,4,0,1,0,9,1115
2011,235000,43100,4,0,1,0,9,1270
2017,350000,10171,4,0,1,0,4,481
2015,465000,41123,1,0,1,0,16,286
2014,450000,40000,1,0,1,0,8,232
2015,790000,52517,1,0,1,0,20,642
2019,900000,20000,1,1,1,0,10,700
2014,450000,99117,1,0,1,0,7,332
2009,135000,90000,4,1,1,0,3,936
2019,425000,3700,4,1,1,0,11,187
2010,100000,80000,1,1,1,0,18,570
2015,650000,100000,1,1,1,2,7,322
2011,90000,54000,1,1,1,0,18,558
2017,250000,19000,4,1,1,0,9,306
2014,300000,120000,1,1,1,0,11,979
2014,275000,30000,4,1,1,0,11,1177
2017,600000,43500,4,1,1,0,8,110
2016,270000,60000,4,1,1,2,16,665
2016,240000,70000,4,1,1,2,16,667
2012,160000,50000,1,1,1,0,3,127
2018,790000,19571,1,0,1,0,8,627
2011,175000,70000,4,1,1,0,11,994
2018,950000,15000,1,1,0,0,11,1149
2019,340000,50000,4,1,1,0,11,176
2017,825000,13500,1,1,1,0,16,173
2018,780000,25000,1,0,1,0,8,78
2010,350000,80000,4,1,0,4,19,256
2018,690000,39000,4,0,1,0,8,80
2016,245000,60000,4,1,1,0,11,40
2018,790000,49000,1,0,1,0,8,78
2018,680000,48600,4,0,1,0,8,82
2017,540000,20000,4,1,1,2,9,512
2016,425000,25000,4,1,1,0,10,652
2008,140000,120000,4,1,1,0,11,1242
2019,1100000,30000,1,1,1,0,11,387
2015,715000,35000,1,1,1,0,16,686
2013,370000,90000,4,1,1,0,11,1006
2007,175000,80000,1,1,1,2,9,1127
2013,92800,25000,4,1,1,2,11,34
2014,291000,90000,1,1,1,0,18,1214
2013,92800,25000,4,1,1,2,11,34
2016,350000,20000,4,1,1,0,16,657
2015,650000,58000,1,1,1,0,11,979
2014,350000,40000,4,0,1,0,11,1161
2005,75000,70000,4,1,1,2,11,1164
2012,440000,70000,1,0,1,0,9,1300
2013,270000,60000,4,1,1,0,9,882
2014,1150000,135000,1,0,1,0,19,610
2015,238000,70000,4,0,1,0,11,750
2013,1100000,40000,4,1,0,2,12,106
2010,260000,150000,1,1,1,0,17,417
2012,350000,140000,1,1,1,4,19,411
2015,480000,70000,1,1,1,0,19,408
2012,345000,137250,1,1,1,2,19,406
2013,500000,110000,1,1,1,2,10,911
2017,595000,27000,4,0,1,0,9,512
2020,541000,1000,4,0,1,3,16,661
2018,515000,16000,4,0,1,0,9,868
2019,894999,13000,1,0,1,3,7,453
2012,325000,47000,1,0,1,0,16,789
2018,925000,22000,4,1,1,0,11,191
2017,844999,30000,4,1,1,0,14,1045
2018,925000,20000,4,1,1,0,11,191
2013,300000,60000,1,1,1,0,18,697
2008,650000,75000,4,1,1,2,19,170
2010,175000,64000,4,0,1,0,11,44
2015,325000,80000,1,1,1,0,11,841
2017,600000,90000,1,1,1,0,16,294
2018,700000,30000,4,1,1,0,11,1021
2019,490000,20000,4,0,1,0,11,184
2013,380000,100000,1,1,1,0,18,852
2018,550000,31000,4,0,1,0,9,508
2013,225000,47000,4,0,1,0,11,34
2018,570000,11200,4,1,1,0,18,742
2018,305000,35000,4,0,1,0,11,34
2010,240000,50000,3,0,1,0,11,1159
2015,700000,55000,1,0,1,0,11,377
2018,288000,20000,4,0,1,0,11,755
2017,800000,75000,1,0,1,0,10,139
2017,430000,93000,4,0,1,0,11,178
2009,195000,57000,1,0,1,2,3,129
2014,325000,30000,4,0,1,0,11,346
2013,450000,73000,1,0,1,0,16,290
2016,630000,65000,1,0,1,0,11,979
2009,250000,62000,4,0,1,2,11,963
2007,135000,85000,4,0,1,0,9,871
2010,110000,73000,4,1,1,0,3,940
2012,350000,55000,1,0,1,0,11,1016
2016,240000,5800,4,1,1,2,11,755
2018,600000,30000,4,1,1,0,11,1021
2018,750000,20000,1,1,1,0,11,979
2018,270000,20000,4,1,1,0,9,306
2007,90000,100000,4,1,1,2,11,55
2013,350000,65000,4,1,1,0,11,1173
2013,285000,90000,1,1,1,2,7,454
2011,350000,140000,1,1,1,2,10,1216
2010,285000,60000,4,0,1,2,8,630
2018,1000000,28635,4,0,1,0,8,245
2018,780000,32114,1,0,1,0,8,78
2014,300000,82000,4,0,1,2,11,178
2006,160000,95149,4,0,1,2,11,1007
2018,625000,68458,4,0,1,0,8,82
2010,265000,42000,4,1,1,0,11,832
2014,515000,90000,1,1,1,2,8,230
2016,210000,30000,4,1,1,0,9,303
2009,140000,80000,4,1,1,2,11,55
2015,940000,128000,1,1,1,0,19,604
2013,750000,80000,1,1,1,0,14,1048
2016,610000,100000,1,1,1,0,11,113
2015,450000,50000,1,1,1,0,14,952
2012,409999,56000,1,1,1,0,19,406
2018,100000,21302,4,1,1,0,9,301
2016,650000,100000,1,1,1,0,9,1293
2017,650000,80000,1,1,1,0,10,1029
2010,150000,105546,4,1,1,0,9,489
2018,500000,10000,4,1,1,0,19,402
2012,1000000,80000,1,1,1,2,19,608
2013,340000,35000,4,1,1,0,9,1310
2019,800000,11240,4,1,1,0,9,351
2013,1010000,120000,1,1,1,0,19,598
2011,350000,120000,1,1,1,4,19,399
2016,595000,70000,1,1,1,0,11,1001
2014,700000,130000,1,1,1,4,10,930
2019,265000,40000,4,1,1,0,16,663
2015,320000,60000,4,1,1,2,11,47
2011,310000,110000,4,1,1,0,8,214
2014,700000,130000,1,1,1,0,8,231
2009,130000,80000,4,1,1,2,11,56
2009,150000,120000,1,1,1,2,11,981
2015,300000,104000,1,1,1,2,8,62
2011,150000,100000,4,1,1,2,11,978
2016,950000,90000,1,1,1,2,9,269
2007,100000,60000,4,1,1,2,11,1177
2015,450000,76000,1,1,1,0,8,625
2004,30000,60000,4,1,1,4,11,9
2009,200000,30000,4,1,1,2,10,825
2010,250000,96000,1,1,1,2,18,587
2017,425000,36000,1,0,1,0,19,404
2017,550000,12997,1,0,1,0,8,79
2017,500000,40000,4,1,0,0,11,190
2018,1150000,26430,1,0,1,0,9,1126
2015,475000,24600,4,0,1,0,11,962
2011,260000,28481,4,0,1,0,11,1164
2013,350000,100000,4,1,1,0,7,329
2013,750000,41988,1,0,1,0,10,1200
2009,180000,30375,4,0,1,0,11,1164
2017,350000,7658,4,0,0,0,16,660
2017,611000,34400,1,0,1,0,11,979
2017,325000,18500,4,0,1,0,16,664
2015,280000,26134,4,0,1,0,11,58
2014,300000,28942,4,0,0,0,11,1154
2012,711000,53600,1,0,1,0,10,1200
2015,851000,53652,1,0,1,0,19,598
2011,260000,52895,1,0,1,0,11,830
2013,550000,42324,1,0,1,2,9,1133
2016,1044999,65000,1,0,1,0,10,1194
2012,550000,60236,1,0,1,0,10,908
2014,210000,70000,4,1,1,2,11,1177
2014,210000,70000,4,1,1,4,11,1177
2009,290000,100000,1,1,1,2,10,1227
2008,250999,110000,1,1,1,0,5,2
2019,600000,10300,4,1,1,0,16,1073
2014,270000,120000,1,1,1,2,5,526
2012,550000,142000,1,1,1,0,18,734
2017,800000,25000,1,1,1,0,10,1031
2020,500000,5000,4,1,1,0,18,59
2016,535000,52600,1,1,1,0,9,273
2016,396000,28643,4,0,1,0,9,507
2014,600000,50000,1,1,1,0,8,231
2019,575000,30000,4,0,1,0,11,1186
2020,520000,5000,4,1,1,0,9,877
2018,600000,7600,4,1,0,0,11,117
2013,195000,47253,1,0,1,0,3,127
2015,281000,4432,4,0,0,2,11,48
2010,75000,110000,4,1,1,2,18,549
2014,400000,25000,4,1,1,0,9,523
2009,93000,70000,1,1,1,2,18,570
2016,560000,68523,4,0,1,0,9,1296
2019,400000,5000,4,1,1,0,9,301
2018,459999,40000,4,1,1,0,18,1071
2017,450000,43000,1,1,1,0,9,1205
2010,88000,80251,0,0,1,2,11,41
2010,250000,34500,4,1,1,2,9,1276
2013,130000,93900,1,1,1,2,3,127
2004,79000,80000,4,1,1,0,11,1250
2012,120000,110000,1,1,1,0,3,127
2012,300000,25000,1,1,1,0,3,765
2012,300000,25000,1,1,1,0,3,765
2009,145000,25000,4,1,1,0,11,14
2013,240000,10000,4,1,1,0,3,937
2018,700000,30000,1,1,1,0,8,1152
2010,145000,110000,4,1,1,2,9,26
2014,535000,80000,1,1,1,2,11,381
2016,420000,21000,4,1,1,0,10,653
2016,350000,20000,4,1,1,0,11,47
2015,550000,32000,1,1,1,0,11,1001
2012,198000,70000,1,1,1,2,18,556
2013,420000,50000,1,1,1,0,9,1311
2013,420000,50000,1,1,1,0,9,1311
2004,195000,120000,1,1,1,0,7,364
2012,150000,55766,4,1,1,2,9,314
2011,275000,40000,4,1,1,2,14,708
2008,200000,50000,4,1,1,0,11,996
2010,250000,110000,1,1,1,2,11,981
2013,450000,1000,1,0,1,2,16,291
2018,590000,26350,1,0,1,0,11,540
2012,225000,110000,4,1,1,2,11,845
2015,225000,68745,1,0,1,0,18,578
2006,165000,132000,4,1,1,0,11,34
2019,860000,35000,1,1,1,0,10,148
2016,900000,47000,1,1,1,0,10,1197
2013,182000,100000,1,1,1,0,18,592
2010,100000,80000,1,1,1,0,18,570
2006,100000,40000,4,1,1,2,9,892
2017,375000,27289,4,0,0,0,11,48
2018,525000,10980,4,0,0,0,18,1069
2016,320000,24662,4,0,1,0,9,306
2013,525000,37000,1,0,1,0,11,979
2014,650000,28245,1,0,1,0,14,414
2017,575000,27005,1,0,1,0,9,501
2014,355000,39227,4,0,1,0,9,1261
2016,470000,31367,1,0,1,0,10,645
2008,221000,35008,4,0,1,0,11,1164
2009,195000,27005,4,0,1,0,9,882
2013,400000,50000,1,1,1,0,11,1000
2017,650000,20000,1,1,1,0,11,116
2010,400000,50000,4,1,1,0,9,1265
2012,295000,80000,1,1,1,2,18,689
2006,60000,135000,3,1,1,1,11,757
2015,550000,113600,1,1,1,0,5,678
2008,190000,70000,4,1,1,4,9,882
2018,861999,20000,1,0,1,0,7,93
2018,782000,14000,4,0,1,0,7,92
2018,836000,26000,1,0,1,0,7,474
2016,696000,138925,4,0,1,0,8,236
2016,596000,121764,1,0,1,0,8,627
2016,612000,105429,4,0,1,0,8,622
2015,114999,35000,4,1,1,0,11,34
2017,340000,60000,1,1,1,0,18,155
2020,550000,5000,4,1,1,0,11,1021
2008,114999,70000,4,1,1,4,3,102
2019,890000,20000,1,1,1,0,11,1146
2019,715000,8000,4,1,1,0,18,743
2014,525000,54000,4,0,1,2,9,1299
2012,735000,55300,1,0,0,0,20,643
2016,495000,11958,4,0,1,0,8,72
2017,1025000,9000,4,0,1,0,9,280
2015,750000,70000,1,1,1,0,10,1200
2013,600000,120000,1,1,1,0,16,292
2014,475000,23122,4,0,1,2,9,1301
2007,80000,58000,4,0,1,2,9,893
2013,325000,62200,1,0,1,0,10,136
2015,350000,53000,1,1,1,2,5,104
2017,210000,15000,4,0,1,2,4,816
2012,349000,44500,1,0,1,2,3,283
2013,450000,50000,4,1,1,0,20,636
2013,1150000,53000,1,0,0,0,1,16
2009,210000,63500,4,0,0,0,8,250
2017,825000,13599,4,0,0,0,20,783
2012,160000,110000,1,1,1,0,3,126
2014,550000,100000,1,1,1,2,10,920
2006,95000,110000,4,1,1,4,11,962
2014,725000,90000,1,1,1,2,19,596
2019,670000,17000,4,1,1,0,18,1072
2008,65000,140000,4,1,1,0,11,52
2015,500000,50000,1,1,1,2,10,1220
2017,600000,53000,4,1,1,0,10,654
2017,350000,70000,4,1,1,2,11,1183
2012,200000,70000,1,1,1,2,3,128
2008,110000,154000,1,1,1,4,9,491
2012,150000,80000,4,1,1,0,9,314
2013,350000,90000,1,1,1,2,8,65
2011,890000,86000,1,1,0,2,2,1188
2014,500000,120000,1,1,1,0,10,911
2019,600000,5200,4,1,1,0,9,361
2010,99000,60000,4,1,1,2,3,131
2011,235000,46000,4,1,1,0,9,1260
2006,75000,40000,4,1,1,2,18,584
2014,600000,90000,1,1,1,2,8,231
2019,1000000,25000,1,1,1,2,9,1125
2012,390000,90000,1,1,1,0,9,1110
2015,600000,70000,1,1,1,0,20,776
2017,600000,70000,4,1,1,2,9,1280
2019,730000,35000,1,1,1,2,9,356
2017,450000,12700,4,1,0,0,9,504
2011,250000,80000,1,1,1,0,11,826
2018,300000,20000,4,1,1,0,16,657
2017,800000,19000,4,1,1,0,7,320
2009,125000,95000,1,1,1,2,5,525
2012,300000,50000,4,1,1,0,17,415
2012,295000,90000,1,1,1,0,20,781
2013,650000,45839,4,0,1,0,7,327
2010,200000,74510,4,0,1,0,3,96
2009,130000,87293,4,0,1,0,3,101
2012,250000,156040,1,0,1,0,7,455
2004,400000,93415,1,0,1,0,7,362
2017,430000,101159,4,0,1,0,7,90
2015,170000,80000,4,1,1,2,9,302
2019,450000,12000,4,1,1,0,18,1066
2013,350000,90000,4,1,1,0,11,1018
2011,130000,68519,4,0,1,0,3,937
2012,180000,55130,1,0,1,0,3,127
2014,475000,65239,4,0,1,0,7,329
2015,470000,58182,4,0,1,0,20,773
2012,200000,91245,1,0,1,0,7,433
2013,650000,102989,1,0,1,0,10,1200
2010,400000,50000,4,1,1,0,8,210
2014,409999,90000,1,1,1,0,11,979
2018,640000,25000,1,1,1,0,11,1001
2007,160000,80000,4,1,1,2,11,1171
2013,182000,100000,1,1,1,0,18,592
2018,750000,70000,1,1,1,0,11,124
2008,80000,100000,4,1,1,2,11,57
2016,240000,90000,1,1,1,4,11,177
2005,60000,60000,4,1,1,4,11,390
2007,70000,120000,4,1,1,4,11,52
2008,285000,90000,1,1,0,2,20,637
2015,350000,60000,1,1,1,2,11,1001
2015,699000,30000,1,1,1,2,9,1294
2011,275000,108000,1,1,1,2,7,458
2012,350000,160000,1,1,1,2,9,1284
2006,135000,90000,4,1,1,4,11,56
2010,325000,120000,1,1,1,4,10,1223
2012,650000,102000,1,1,1,2,10,1200
2012,450000,60000,4,0,1,0,7,434
2019,425000,3000,4,1,1,0,18,1060
2006,150000,75118,4,1,1,2,11,55
2013,290000,140000,1,1,1,2,11,826
2014,335000,60000,4,1,1,2,9,1208
2006,120000,79000,4,0,1,1,3,761
2005,20000,25000,4,1,1,2,7,544
2005,250000,70000,4,1,1,0,9,494
2008,120000,41723,4,1,1,2,9,880
2010,250000,70000,4,1,1,0,11,845
2012,220000,70000,1,1,1,2,18,587
2005,61000,4637,4,1,1,2,7,541
2016,620000,70000,1,1,1,0,11,1001
2014,425000,100000,1,1,1,2,11,974
2009,85000,120000,1,1,1,2,18,555
2015,270000,40000,1,1,1,2,11,960
2018,300000,20000,4,1,1,0,16,657
2017,800000,19000,4,1,1,0,7,320
2009,125000,95000,1,1,1,2,5,525
2017,450000,30000,4,1,1,0,10,652
2012,450000,42655,1,1,1,0,18,740
2017,250000,43000,4,1,1,2,16,656
2012,725000,70000,1,1,1,0,19,617
2010,250000,55000,4,1,1,0,9,1306
2010,99000,80000,1,1,1,2,5,791
2017,350000,55000,4,1,1,0,16,655
2018,511000,70000,4,1,1,0,9,1211
2012,300000,80000,1,1,1,0,11,830
2010,1100000,110000,4,1,0,0,1,797
2010,125000,60000,4,1,1,4,9,1270
2018,500000,30000,4,1,1,0,18,1063
2013,385000,80000,1,1,1,2,16,291
2012,350000,90000,4,1,1,0,17,811
2012,300000,50000,4,1,1,0,9,882
2012,400000,70000,1,1,1,0,9,1282
2014,550000,110000,1,1,1,0,7,331
2012,300000,80000,4,1,1,2,14,950
2012,250000,156000,1,1,1,0,11,1000
2018,300000,25000,4,1,1,0,11,342
2004,80000,120000,4,1,1,0,11,52
2017,355000,40000,4,1,0,0,16,658
2015,520000,50000,1,1,1,0,11,979
2012,500000,26000,1,1,1,0,9,1106
2008,114999,30000,4,1,1,0,11,55
2018,800000,20000,1,1,1,0,10,1028
2008,105000,30000,4,1,1,2,11,56
2011,135000,78000,4,1,1,0,11,55
2011,170000,40000,4,1,1,2,11,1177
2014,550000,100000,4,1,1,0,9,1112
2009,250000,70000,4,1,1,4,8,218
2014,650000,30000,1,1,1,2,9,349
2008,210000,77000,4,1,0,4,8,216
2011,260000,150000,1,1,1,0,20,1086
2016,750000,69000,1,1,1,0,11,986
2012,220000,120000,1,1,1,2,11,830
2008,110000,110000,4,1,1,2,9,489
2013,220000,110000,1,1,1,0,10,799
2009,130000,50000,1,1,1,0,18,591
2012,330000,44000,4,1,1,0,9,1277
2010,254999,90000,4,1,1,2,8,214
2014,600000,50000,4,1,1,2,9,1113
2012,210000,50000,4,1,1,0,9,1261
2014,300000,146000,1,1,1,0,3,369
2018,426000,15000,4,1,0,0,18,1062
2015,265000,60000,4,1,1,0,11,47
2016,450000,35000,4,1,1,2,9,1210
2012,480000,80000,1,1,1,0,9,1110
2010,40000,90000,4,1,1,0,18,721
2011,395000,70000,4,1,1,2,8,214
2013,229999,62000,4,1,1,2,11,1177
2018,875000,10000,4,1,0,0,7,337
2010,170000,80000,0,1,1,1,11,341
2015,500000,35000,4,1,1,2,9,1312
2013,450000,1000,1,0,1,2,16,291
2016,535000,52600,1,1,1,0,9,273
2012,225000,110000,4,1,1,2,11,845
2017,550000,19890,4,0,0,0,9,504
2016,670000,7104,4,2,1,0,11,1020
2015,625000,11918,4,2,1,0,11,382
2017,520000,10510,4,0,0,0,9,519
2016,239000,41000,4,0,1,0,3,134
2015,750000,45974,1,2,1,0,11,837
2012,229999,49824,4,0,1,0,9,1261
2005,80000,56580,4,0,1,0,9,872
2012,385000,52000,1,0,1,0,17,673
2015,760000,55340,4,2,1,0,9,1118
2017,600000,46507,1,2,1,0,11,979
2019,450000,40000,4,1,1,0,11,538
2019,450000,40000,4,1,1,0,11,538
2012,550000,120000,1,1,1,4,11,380
2013,200000,60000,4,1,1,0,18,694
2008,80000,90000,4,1,1,2,18,549
2019,675000,15000,1,1,1,0,7,93
2017,260000,30000,4,1,1,0,11,344
2019,500000,15000,4,1,1,0,9,502
2012,150000,55766,4,1,1,2,9,314
2006,100000,80000,4,1,1,0,11,55
2004,100000,70000,4,1,1,0,11,52
2012,730000,110000,1,1,1,2,19,612
2016,525000,100000,1,1,1,2,14,1044
2016,525000,105000,1,1,1,2,14,1044
2012,420000,95000,1,1,1,2,19,260
2015,500000,70000,4,1,1,0,8,74
2009,165000,76000,4,1,1,2,11,1171
2014,650000,70000,1,1,1,2,9,1110
2013,195000,46000,1,1,1,0,3,128
2005,100000,120000,1,1,1,2,9,19
2006,90000,90000,4,1,1,0,11,391
2016,515000,50000,1,1,1,0,9,1202
2017,700000,24585,1,0,1,3,8,627
2011,220000,110000,1,1,1,4,19,400
2019,520000,10000,0,1,1,0,9,875
2010,170000,100000,4,1,1,0,5,682
2011,190000,110000,1,1,1,2,7,457
2011,150000,100000,1,1,1,2,7,457
2009,125000,65000,4,1,1,0,11,1239
2015,290000,40000,1,1,1,4,8,65
2019,490000,13900,4,1,1,0,11,182
2017,434999,17563,4,1,1,0,18,1072
2016,380000,15000,4,1,1,0,18,1255
2012,200000,82000,1,1,1,2,20,781
2016,495000,40000,1,1,1,0,7,443
2014,600000,151000,1,1,1,2,10,1197
2015,300000,50000,4,1,1,0,8,164
2017,430000,15000,4,1,1,0,8,63
2017,370000,80000,1,1,1,0,8,61
2019,750000,11000,4,1,1,0,11,123
2016,300000,50000,0,1,1,0,11,46
2012,700000,120000,1,1,0,2,2,1188
2007,100000,70000,3,1,1,4,11,1169
2015,300000,90000,4,1,1,0,9,523
2016,650000,40000,1,1,1,0,9,1305
2017,509999,25000,1,1,1,0,11,1001
2013,1000000,117780,1,1,1,2,19,612
2010,280000,120000,1,1,1,2,9,1128
2017,600000,120000,1,1,1,0,11,966
2013,210000,120000,1,1,1,4,17,812
2014,1150000,110000,1,1,0,2,1,796
2018,229999,30000,4,1,1,0,9,312
2018,245000,30000,4,1,1,0,9,312
2015,600000,60000,1,1,1,0,10,915
2016,375000,25000,4,1,1,0,9,523
2015,150000,55000,1,1,1,2,10,898
2014,500000,100000,1,1,1,2,11,380
2007,75000,40000,4,1,1,2,11,55
2006,225000,80000,4,1,0,4,9,932
2006,275000,80000,4,1,0,1,9,931
2018,620000,35000,1,1,1,0,10,148
2010,600000,110000,1,1,1,2,14,1187
2011,275000,160000,1,1,1,0,10,1228
2013,125000,125000,1,1,1,0,18,592
2011,80000,62000,4,1,1,2,18,583
2011,199000,120000,1,1,1,2,14,705
2016,440000,33000,4,1,1,2,14,708
2013,250000,80000,1,1,1,1,11,972
2017,700000,35000,1,1,1,0,9,1288
2015,450000,50000,1,1,1,0,9,515
2019,240000,5000,4,1,1,0,11,39
2016,350000,12000,4,1,1,0,9,1210
2016,650000,81595,1,0,1,0,7,322
2005,71000,22000,4,1,1,0,9,495
2015,400000,40000,4,1,1,0,11,1010
2008,130000,40000,4,1,1,2,11,56
2013,300000,70000,1,1,1,2,10,902
2019,1100000,4000,1,1,1,0,14,668
2018,800000,13500,4,0,1,0,8,82
2013,490000,40000,1,1,1,0,11,829
2018,836000,9700,4,0,1,0,8,622
2012,375000,62000,4,1,1,2,20,784
2009,35000,50000,4,1,1,4,18,726
2017,1068000,36000,4,0,1,0,8,109
2018,700000,27000,4,1,1,0,9,357
2016,350000,40000,4,1,1,0,11,47
2009,254999,80000,4,1,1,2,9,1265
2016,750000,80000,1,1,1,0,9,1305
2012,325000,119000,1,1,1,2,11,830
2017,509999,25000,4,1,0,0,11,186
2013,363000,28740,4,1,1,0,14,708
2010,229999,48500,4,1,1,0,11,44
2012,290000,110000,4,1,1,2,14,950
2018,550000,30000,4,1,1,0,11,1006
2011,125000,120000,1,1,1,2,18,569
2008,350000,140000,1,1,1,2,19,602
2011,390000,90000,1,1,1,0,9,1111
2010,260000,50000,4,1,1,0,11,1182
2008,150000,50000,4,1,1,2,11,752
2006,85000,60000,4,1,1,2,11,393
2015,280000,15000,4,1,1,2,11,34
2015,220000,45000,4,1,1,0,11,178
2005,140000,80000,4,1,1,4,9,885
2018,370000,15000,4,1,0,0,11,1155
2019,650000,20000,1,1,1,0,11,979
2017,280000,37000,4,1,1,0,11,33
2016,540000,80000,1,1,1,0,11,979
2018,800000,20000,4,1,1,0,11,195
2016,515000,25000,1,1,1,0,7,441
2010,220000,96000,4,1,1,4,9,1277
2014,525000,54000,4,0,1,2,9,1299
2013,165000,53000,4,0,1,0,3,939
2010,221000,65000,1,0,1,0,5,677
2015,245000,43000,4,0,1,0,3,132
2012,260000,42000,4,0,1,0,7,438
2011,550000,73000,1,0,0,0,17,956
2015,434999,29000,4,0,1,0,9,503
2013,450000,95000,1,0,1,0,18,853
2014,290000,25000,4,1,1,0,3,856
2011,305000,53000,4,0,1,2,20,1075
2011,265000,20000,4,0,1,0,7,253
2014,325000,57000,4,0,1,0,8,159
2014,550000,52000,1,0,1,0,3,284
2008,105000,40000,4,1,1,0,11,1240
2012,275000,47000,4,0,1,0,8,159
2012,434999,47000,4,0,1,2,8,218
2016,690000,73000,1,0,1,0,9,1109
2012,249000,42000,4,0,1,2,8,166
2012,204999,60000,4,0,1,4,9,304
2012,200000,50000,1,1,1,0,3,128
2015,190000,120000,4,1,1,0,11,1183
2012,150000,50000,4,1,1,0,11,55
2018,900000,25000,1,1,1,0,10,148
2019,950000,11000,4,1,0,0,11,389
2013,475000,80000,4,1,1,0,11,982
2013,450000,75000,1,1,1,2,7,435
2007,300000,100000,1,1,1,2,10,151
2014,350000,60000,1,1,1,2,8,227
2011,229999,160000,1,1,1,2,18,565
2015,821000,50000,4,1,1,0,9,277
2014,200000,80000,4,1,1,2,11,47
2017,1000000,60000,1,1,1,2,10,898
2016,220000,60000,4,1,1,2,11,40
2015,459999,148620,1,0,1,0,7,450
2012,310000,70000,1,1,1,2,11,846
2018,815000,42000,1,1,1,0,9,353
2011,170000,150000,1,1,1,2,3,765
2017,1000000,30000,1,1,1,0,11,833
2010,155000,90000,4,1,1,1,9,882
2017,400000,120000,1,1,1,0,10,1028
2016,400000,80000,1,1,1,2,10,798
2010,250000,80000,1,1,1,2,18,562
2008,150000,50000,4,1,1,4,18,584
2009,130000,120000,4,1,0,2,11,848
2014,325000,70000,1,1,0,0,20,1078
2012,735000,55300,1,0,0,0,20,643
2012,285000,74300,1,0,1,0,18,564
2010,350000,48781,4,0,1,0,8,226
2010,290000,87620,1,0,0,0,20,637
2017,890000,40219,1,0,0,0,20,1081
2011,385000,11473,4,0,1,0,8,632
2017,425000,8352,4,0,1,0,11,342
2017,525000,9745,4,0,0,0,11,1176
2017,550000,9748,4,0,1,0,9,511
2012,271000,49000,4,0,1,0,20,771
2015,490000,31080,4,0,1,0,9,512
2014,260000,37605,4,0,1,0,9,306
2014,455000,55850,1,0,1,0,9,1204
2010,75000,58850,4,0,1,0,18,723
2015,421000,23839,4,0,1,0,19,397
2016,550000,54000,1,0,1,0,11,965
2013,330000,38000,4,0,0,0,9,1271
2012,390000,45454,1,0,1,0,20,1077
2015,599000,46957,1,0,0,0,17,801
2019,738000,8000,4,1,0,0,9,360
2016,300000,30000,4,1,1,0,11,47
2012,150000,110000,1,1,1,0,18,566
2011,280000,110000,1,1,1,0,20,1089
2006,100000,120000,4,1,1,2,9,872
2008,150000,100000,4,1,1,2,11,1012
2014,380000,100000,1,1,1,2,11,979
2006,90000,60000,4,1,1,2,11,52
2011,275000,60000,1,1,1,2,17,416
2009,180000,41090,4,1,1,0,11,1242
2014,200000,40000,4,1,1,0,11,34
2011,500000,40000,4,1,1,2,19,261
2010,300000,70000,4,1,1,2,7,426
2015,765000,80000,1,1,1,2,9,1109
2017,650000,90000,1,1,1,0,11,979
